Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item
2025,1,Signature Select,Whole Turkey Frozen,8-24 lbs,,$0.59/lb,SPEND_GET,Spend $100 or more in a single transaction Limit 1,NO,,NO,,,0.59,TURKEY
2025,1,,Pork Loin Center Cut Roast,bone-in,,$2.99/lb,STRAIGHT_PRICE,,NO,,NO,,,2.99,
2025,1,Signature Select,Idaho Russet Potatoes,5 lb bag,,$0.99,DIGITAL_ONLY,USE DAILY,YES,,NO,,,0.99,RUSSET_POTATOES
2025,1,,Red or Green Grapes,Limit 10 lbs,,$1.49/lb,DIGITAL_ONLY,with digital coupon,YES,,NO,,,1.49,
2025,1,USDA Choice Beef,New York Strip Steak or Waterfront Bistro Raw Wild Shrimp,21-25 ct Limit 2 pkgs,,$7.99/lb,DIGITAL_ONLY,with digital coupon,YES,,NO,,,7.99,
2025,1,,Specialty Cheese,select varieties,,$0.00,PERCENT_OFF,25% off with digital coupon,YES,,NO,25%,25%,,
2025,1,McCormick,Gourmet Spices,select sizes and varieties,,$0.00,PERCENT_OFF,33% off,NO,,NO,33%,33%,,
2025,1,O Organics,Spices,select sizes and varieties,,$0.00,PERCENT_OFF,33% off,NO,,NO,33%,33%,,
2025,1,Pepsi,Soft Drinks 7-Up Sunkist or A&W,12-pk 12 oz cans,$11.49,FREE,BOGO_FREE,Buy 1 Get 2 FREE Limit 1 transaction,NO,,NO,67%,67%,3.83,
2025,1,Breyer's,Ice Cream,1.5 qt,,$0.00,BOGO_FREE,Buy 1 Get 1 FREE equal or lower priced item,NO,,NO,50%,50%,,
2025,1,Marie Callender's,Fruit or Cream Pie,35-40 oz select varieties,,$1.99,BUNDLE,Get additional $2 off when you buy 4 participating products with digital coupon,YES,,NO,,,1.99,
2025,1,Coca-Cola or Dr Pepper,Soft Drinks,12-pk 12 oz cans or 8-pk 12 oz btls select varieties,$10.99,FREE,BOGO_FREE,Buy 2 Get 2 FREE Limit 1 transaction,NO,,NO,50%,50%,5.50,
2025,1,Cheetos/Lay's/Tostitos/Tortilla Chips/Sun Chips,Snacks,select sizes and varieties,,$1.99,MIX_MATCH,when you buy 4,NO,,NO,,,1.99,
2025,1,Modelo/Twisted Tea/Sierra Nevada/Michelob Ultra/Alumacraft,Beer,12-pk cans or btls select varieties,,$5.99,STRAIGHT_PRICE,,NO,,NO,,,5.99,
