Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item
2019,1,Private Label,Frozen Turkey,10 lbs or larger,1.79,0.39,STRAIGHT_PRICE,Limit 2 with $35 min purchase,NO,,YES,1.4,78%,0.39,YES
2019,1,Private Label,Hawaiian Rolls,12 ct,3.49,2.5,MULTIBUY,2/$5,NO,,YES,0.99,28%,2.5,
2019,1,Welch's,Sparkling Juice,25.4 oz,3.79,3,MULTIBUY,2/$6,NO,,YES,0.79,21%,3,
2019,1,Private Label,Sweet Potatoes,Bulk,1.29,0.39,STRAIGHT_PRICE,per lb,NO,,YES,0.9,70%,0.39,
2019,1,Private Label,Shank Portion Ham,,1.69,1.39,STRAIGHT_PRICE,per lb,NO,,YES,0.3,18%,1.39,
2019,1,Smithfield,Shank Portion Ham,,1.79,1.59,STRAIGHT_PRICE,per lb,NO,,YES,0.2,11%,1.59,
2019,1,Private Label,Seedless Grapes,Red,1.99,0.99,STRAIGHT_PRICE,per lb,NO,,YES,1,50%,0.99,
2019,1,Private Label,Mandarins,3 lb bag,4.99,3.49,STRAIGHT_PRICE,,NO,,YES,1.5,30%,3.49,
2019,1,Private Label,Deli Salads,2 lb,4.99,3.99,STRAIGHT_PRICE,,NO,,YES,1,20%,3.99,
2019,1,Fresh Express,Salad Blends,9-11 oz,2.79,2,MULTIBUY,2/$4,NO,,YES,0.79,28%,2,
2019,1,Private Label,Ground Beef,93% Lean,4.89,3.99,STRAIGHT_PRICE,,NO,,YES,,39%,3.99,
2019,1,Jimmy Dean,Roll Sausage,16 oz,,$3 ,MULTIBUY,2/$6,NO,,YES,,46%,3,
2019,1,Private Label,Raw Shrimp,16-20 ct 16 oz bag,,6.49,STRAIGHT_PRICE,,NO,,YES,,,6.49,
2019,1,Pepperidge Farm,Stuffing,12-14 oz,3.99,2.5,MULTIBUY,2/$5,NO,,YES,1.49,37%,2.5,YES
2019,1,Wonder,Dinner or Brown N Serve Rolls,12 ct,2.99,1.5,BOGO_FREE,Single Item Half Price,NO,,YES,1.49,50%,1.5,
2019,1,Duncan Hines,Cake or Brownie Mix,15.25-18.3 oz,2.5,1,MULTIBUY,5/$5,NO,,YES,1.5,60%,1,YES
2019,1,Land O Lakes,Butter Quarters,16 oz,6.19,3.1,BOGO_FREE,Single Item Half Price,NO,,YES,3.09,50%,3.1,
2019,1,International Delight,Creamer,32 oz,3.68,2.5,MULTIBUY,2/$5,NO,,YES,1.18,32%,2.5,
2019,1,Heinz,Home Style Gravy,Jar,1.99,1.5,MULTIBUY,2/$3,NO,,YES,0.49,25%,1.5,
2019,1,Del Monte,Canned Vegetables,14.5-15.25 oz,1.38,0.75,BOGO_FREE,Single Item Half Price,NO,,YES,0.63,46%,0.75,
