Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item
2025,1,Shady Brook Farms,Grade A Frozen Turkey,10-26 lbs avg wt,,0.27,SPEND_GET,per lb With $40 purchase excludes price of turkey Limit 2,NO,,YES,,,0.27,YES
2025,1,Handi-Foil,Bakeware,Selected Varieties and Sizes,,FREE,BOGO_FREE,Buy 2 Get 1 Free,NO,,YES,,,0.00,NO
2025,1,Nature's Promise,Fresh Turkey,10-24 lbs avg wt,,0.99,SPEND_GET,per lb With $40 purchase excludes price of turkey Limit 2,NO,,YES,,,0.99,YES
2025,1,Butterball,Grade A Fresh Turkey,10-24 lbs avg wt,,1.99,SPEND_GET,per lb With $40 purchase excludes price of turkey Limit 2,NO,,YES,,,1.99,YES
2025,1,Butterball,Grade A Frozen Turkey,10-26 lbs avg wt,,1.29,SPEND_GET,per lb With $40 purchase excludes price of turkey Limit 2,NO,,YES,,,1.29,YES
2025,1,Private Label,Giant Spiral Sliced Half Ham,Bone-In,,2.49,SPEND_GET,per lb With $40 purchase excludes price of ham Limit 2,NO,,YES,,,2.49,NO
2025,1,Private Label,Giant Smoked Bone-In Ham Butt or Shank Portion,,,1.99,SPEND_GET,per lb With $40 purchase excludes price of ham Limit 2,NO,,YES,,,1.99,NO
2025,1,Private Label,Whole Beef Tenderloin,Australian Grass Fed,,14.99,STRAIGHT_PRICE,per lb,NO,,YES,,,14.99,NO
2025,1,Private Label,Frenched Rack of Lamb,Giant Australian Vacuum Sealed,,16.99,STRAIGHT_PRICE,per lb,NO,,YES,,,16.99,NO
2025,1,Private Label,Extra Large Raw EZ Peel Shrimp,26-30 ct Farm Raised Frozen or Thawed,,6.99,STRAIGHT_PRICE,per lb,NO,,YES,,,6.99,NO
2025,1,Coca-Cola,Sprite or Other Varieties,Selected Varieties 12/12 fl oz cans,,FREE,BUNDLE,2 Free when you buy 2 Limit 2 Offers,NO,,YES,,,0.00,NO
2025,1,Private Label,Sweet Potatoes,,,0.49,STRAIGHT_PRICE,per lb,NO,,YES,,,0.49,NO
2025,1,Private Label,Giant Russet Potatoes or Yellow Onions,5 lb bag,,2.50,MULTIBUY,2/$5,NO,,YES,,,2.50,YES
2025,1,Stove Top,Stuffing Heinz Gravy or 4C Bread Crumbs,Selected Varieties and Sizes,,2.00,MULTIBUY,2/$4,NO,,YES,,,2.00,YES
2025,1,Ocean Spray,Cranberry Sauce or Dole Canned Pineapple,Selected Varieties Cranberry 14 oz or Pineapple 15.25-20 oz can,,2.00,MULTIBUY,2/$4,NO,,YES,,,2.00,NO
2025,1,Del Monte,Canned Vegetables McCormick Gravy Swanson Canned Broth or Campbell's Cooking Icons,Selected Varieties and Sizes,,1.00,MULTIBUY,5/$5,NO,,YES,,,1.00,YES
2025,1,Birds Eye,Steamfresh Blends or Family Size Vegetables,Frozen 6-19 oz pkg,8.00,1.49,MULTIBUY,When you buy 4 Other Quantities $8,NO,,YES,,,1.49,NO
2025,1,Private Label,Giant Brown & Serve Rolls,Selected Varieties and Sizes,,2.00,MULTIBUY,2/$4,NO,,YES,,,2.00,NO
2025,1,Private Label,Giant 8-Inch Bakery Pies,Selected Varieties 22-24 oz pkg Available in the Bakery,,5.49,STRAIGHT_PRICE,each,NO,,YES,,,5.49,NO
2025,1,Turkey Hill,Barbie Ice Cream,Frozen Selected Varieties 46 fl oz cont,,3.00,MULTIBUY,2/$6,NO,,YES,,,3.00,NO
2025,1,Marie Callender's,Large Dessert or Dolly Parton's Pies,Frozen Marie Callender's 25-42 oz or Dolly Parton's 21.6-24 oz pkg,,4.99,DIGITAL_ONLY,When you buy 2 with digital coupon Limit 1 Offer,YES,5.99,YES,,,4.99,NO
2025,2,Private Label,Turkey Holiday Dinner,Serves 4-6 People Includes Nature's Promise Turkey 10-12 lbs Mashed Potatoes 3 lbs Sweet Potatoes 2 lbs Stuffing 1.75 lbs Green Bean Casserole 1.75 lbs Turkey Gravy 2 lbs Cranberry Sauce 1 lb Snowflake Rolls 12 ct 8-Inch Apple Pumpkin or Sweet Potato Pie,,98.99,BUNDLE,each Pre-Order by 11/20 Pick Up 11/20-11/27,NO,,YES,,,98.99,NO
2025,2,Private Label,Roll-Up Platter,Serves 20-25,,49.99,STRAIGHT_PRICE,each 24 Hours Notice Required,NO,,YES,,,49.99,NO
2025,2,Private Label,Wings of Plenty Platter,Serves 8-10,,34.99,STRAIGHT_PRICE,each 24 Hours Notice Required,NO,,YES,,,34.99,NO
2025,2,Private Label,Let's Twist Platter,Serves 10-15,,39.99,STRAIGHT_PRICE,each 24 Hours Notice Required,NO,,YES,,,39.99,NO
2025,2,Private Label,Fresh Store-Made Luau Bowls,,,4.49,STRAIGHT_PRICE,per lb,NO,,YES,,,4.49,NO
2025,2,Private Label,Fresh Store-Made Fruit or Vegetable Platter Small,Serves 5-7,,12.99,STRAIGHT_PRICE,each,NO,,YES,,,12.99,NO
2025,2,Private Label,Fresh Store-Made Fruit or Vegetable Platter Large,Serves 8-10,,17.99,STRAIGHT_PRICE,each,NO,,YES,,,17.99,NO
2025,2,Nature's Promise,Medium Shrimp Ring,All Natural Frozen 16 oz cont,,10.99,STRAIGHT_PRICE,each,NO,,YES,,,10.99,NO
2025,2,Hormel,Gatherings Party Tray,Selected Varieties 1.75 lb cont Found in Our Specialty Deli Department,,14.99,STRAIGHT_PRICE,each,NO,,YES,,,14.99,NO
