Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item
2019,1,Honeysuckle,Grade A Frozen Turkey,10 lbs & up,,0.49/lb,SPEND_GET,When you spend $30 or more - Limit 2,NO,,YES,,51%,0.49/lb,YES
2019,1,Smithfield,Shank Portion Smoked Ham,per lb,,1.99/lb,STRAIGHT_PRICE,Butt Portion $2.19/lb,NO,,YES,,,1.99/lb,NO
2019,1,Smithfield,Half Spiral Sliced Ham,per lb,,0.69/lb,SPEND_GET,When you spend $30 or more - Limit 2,NO,,YES,,,0.69/lb,NO
2019,1,Private Label,Sweet Potatoes,per lb,,0.29/lb,STRAIGHT_PRICE,,NO,,YES,,,0.29/lb,NO
2019,1,Private Label,Asparagus,per lb,,1.79/lb,STRAIGHT_PRICE,,NO,,YES,,,1.79/lb,NO
2019,1,Private Label,8 Inch Sweet Potato Pumpkin or Fruit Pies,each,,3.99,STRAIGHT_PRICE,Save up to $1,NO,,YES,1.00,,3.99,NO
2019,1,Private Label,Boneless Skinless Chicken Breast,per lb,,1.79/lb,STRAIGHT_PRICE,,NO,,YES,,,1.79/lb,NO
2019,1,Jimmy Dean,Bacon or Sausage Rolls Links Patties,9.6-16 oz,,3.33/ea,MULTIBUY,3 for $10 - Save up to $16.97 on 3,NO,,YES,,,3.33,NO
2019,1,Private Label,Mixed Fried or Baked Chicken,8-10 pc,,6.99,STRAIGHT_PRICE,Save up to $1,NO,,YES,1.00,,6.99,NO
2019,1,Private Label,Jumbo Headless Raw Shrimp,per lb,,8.99/lb,STRAIGHT_PRICE,,NO,,YES,,,8.99/lb,NO
2019,1,Wright,Bacon,24 oz,,9.99,STRAIGHT_PRICE,Rest of week $9.99,NO,,YES,,,9.99,NO
2019,1,Private Label,100% All Natural Fresh Chicken Wings Value Pack,per lb,,2.49/lb,STRAIGHT_PRICE,Rest of week $2.99/lb,NO,,YES,,,2.49/lb,NO
2019,1,WD Brand,Angus Choice Boneless Chuck Roast,per lb,,3.99/lb,STRAIGHT_PRICE,,NO,,YES,,,3.99/lb,NO
2019,1,Private Label,California Mandarin Halos,3 lb bag,,3.99,STRAIGHT_PRICE,Rest of week $4.99,NO,,YES,,,3.99,NO
2019,1,Domino,Granulated Sugar,4 lb,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free with McCormick Red Cap Spices or Crisco Oil - Save up to $6.29 on 2,NO,,YES,,,varies,NO
2019,1,Mrs. Smith's,Flaky Crust Pies,37 oz,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free with Edwards Pies Breyers Ice Cream or Cool Whip - Save up to $7.99 on 2,NO,,YES,,,varies,NO
2019,1,Cool Whip,Whipped Topping,8 oz,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free - Save up to $7.99 on 2,NO,,YES,,,varies,YES
2019,1,Philadelphia,Cream Cheese,8 oz,,1.67/ea,MULTIBUY,3 for $5 - Save up to $4.87 on 3,NO,,YES,,,1.67,YES
2019,1,Land O'Lakes,Butter Spreadable,13-15 oz,,2.50/ea,MULTIBUY,2 for $5 - Save up to $4.98 on 2,NO,,YES,,,2.50,NO
2019,1,Frito-Lay,Party Size Bags,10-20 oz,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free - Save up to $5.29 on 2,NO,,YES,,,varies,NO
2019,1,Hellmann's,Mayonnaise,30 oz,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free - Save up to $5.99 on 2,NO,,YES,,,varies,NO
2019,1,Nabisco,Ritz Crackers Nilla Wafers,7.5-13.7 oz,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free - Save up to $4.99 on 2,NO,,YES,,,varies,NO
2019,1,Del Monte,Canned Vegetables,11-15.3 oz,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free - Save up to $1.49 on 2,NO,,YES,,,varies,NO
2019,1,Coca-Cola Products,Soda,8 or 12 pk 12 oz,,3.00/ea,MULTIBUY,Must buy in multiples of 4 - Lesser qty $5.79 ea - Limit 8,NO,,YES,,,3.00,NO
2019,1,Yuengling,Beer,24 pk 12 oz cans,,17.99,STRAIGHT_PRICE,Budweiser Miller Coors - Limit 4,NO,,YES,,,17.99,NO
2019,1,Folgers,K-Cups,6-12 ct,,5.00,STRAIGHT_PRICE,Rest of week $5.99,NO,,YES,,,5.00,NO
2019,1,Simply Juice,Juice,52 oz,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free with International Delight or Baileys Creamer - Save up to $5.49 on 2,NO,,YES,,,varies,NO
2019,1,Chinet,Plates Platters or Bowls,8-70 ct,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free - Save up to $6.79 on 2,NO,,YES,,,varies,NO
2019,1,Pet-Ritz,Pie Crust Twin Pack,10 ct,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free - Save up to $5.39 on 3,NO,,YES,,,varies,NO
2019,2,WD Brand,Angus Choice T-Bone or Boneless New York Strip Steak Value Pack,per lb,13.99/lb,9.99/lb,STRAIGHT_PRICE,Ribeye Value Pack $13.99/lb,NO,,YES,,,9.99/lb,NO
2019,2,WD Brand,80% Lean Fresh Ground Chuck Value Pack,per lb,,3.99/lb,STRAIGHT_PRICE,,NO,,YES,,,3.99/lb,NO
2019,2,Private Label,T-Bone Steak Value Pack,per lb,,3.99/lb,STRAIGHT_PRICE,USDA Inspected,NO,,YES,,,3.99/lb,NO
2019,2,WD Brand,Angus Choice Boneless Chuck Top or Bottom Round Steak,per lb,,5.49/lb,STRAIGHT_PRICE,,NO,,YES,,,5.49/lb,NO
2019,2,WD Brand,Angus Boneless Top Round London Broil,per lb,,4.99/lb,STRAIGHT_PRICE,,NO,,YES,,,4.99/lb,NO
2019,2,Private Label,90% Lean Fresh Ground Sirloin,per lb,,6.49/lb,STRAIGHT_PRICE,,NO,,YES,,,6.49/lb,NO
2019,2,Private Label,100% All Natural Fresh Boneless Skinless Chicken Breast Tenders or Thighs,per lb,,2.99/lb,STRAIGHT_PRICE,,NO,,YES,,,2.99/lb,NO
2019,2,Private Label,Bone-In Ribeye or Boneless New York Strip Steak,per lb,,4.99/lb,STRAIGHT_PRICE,,NO,,YES,,,4.99/lb,NO
2019,2,Private Label,Boneless Center Cut Pork Chops Value Pack,per lb,,3.99/lb,STRAIGHT_PRICE,,NO,,YES,,,3.99/lb,NO
2019,2,Smithfield,Smoked Center Sliced Ham Steaks,19-20 oz,,varies,BOGO_FREE,Mix & Match Buy 1 Get 1 Free,NO,,YES,,,varies,NO
2019,2,Carando,Meatballs or Premio Mild or Hot Italian Sausage,16 oz,,2.50/ea,MULTIBUY,2 for $5,NO,,YES,,,2.50,NO
2019,2,Smithfield,1/4 Boneless Sliced Hams,per lb,,4.99/lb,STRAIGHT_PRICE,,NO,,YES,,,4.99/lb,NO
2019,2,Hillshire Farm,Lit'l Smokies,12-14 oz,,13.99,STRAIGHT_PRICE,,NO,,YES,,,13.99,NO
2019,2,Gwaltney,Bacon,3 lb,,10.99,STRAIGHT_PRICE,Save up to $2,NO,,YES,2.00,,10.99,NO
2019,2,Jimmy Dean,Family Size Breakfast Sandwiches,34-36 oz,,9.99,STRAIGHT_PRICE,Save up to $2.50,NO,,YES,2.50,,9.99,NO
2019,2,Hillshire Farm,Smoked Sausage,12-14 oz,,3.33/ea,MULTIBUY,3 for $10,NO,,YES,,,3.33,NO
2019,2,Barber,Stuffed Chicken Breast,10 oz,,3.33/ea,MULTIBUY,3 for $10,NO,,YES,,,3.33,NO
2019,2,Armour,Margherita Pepperoni,5 oz,,3.50/ea,MULTIBUY,2 for $7,NO,,YES,,,3.50,NO
2019,2,Claussen,Pickles,20-30 oz,,3.50/ea,MULTIBUY,2 for $7,NO,,YES,,,3.50,NO
2019,2,Bubba,Burger,32 oz,,10.99,STRAIGHT_PRICE,Save up to $3,NO,,YES,3.00,,10.99,NO
