Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item
2025,1,Private Label,Publix Whole Young Turkey,10 to 24-lb,,0.49/lb,STRAIGHT_PRICE,USDA Grade A Frozen No Further Processing,NO,,NO,2.10/lb,,0.49/lb,YES
2025,1,GreenWise,Bouquet,each,,14.99,STRAIGHT_PRICE,,NO,,NO,1.00,,14.99,NO
2025,1,Chateau Ste. Michelle,Indian Wells Wine,750-mL,,14.99,STRAIGHT_PRICE,Chardonnay,NO,,NO,3.40,,14.99,NO
2025,1,Private Label,Pumpkin Pie,22-oz,,5.99,STRAIGHT_PRICE,Or Sweet Potato Pie From the Publix Bakery,NO,,NO,1.00,,5.99,NO
2025,1,Private Label,Publix Cranberry Orange Relish,16-oz,,4.59,STRAIGHT_PRICE,Limited Time Only Located in Deli Pre-Packaged Section,NO,,NO,,,4.59,NO
2025,2,Private Label,Publix Vanilla Ice Cream,half-gal,,6.59,STRAIGHT_PRICE,Rich & Creamy,NO,,NO,,,6.59,NO
2025,2,Private Label,Publix Pecan Pralines,6.4-oz,,5.49,STRAIGHT_PRICE,,NO,,NO,0.50,,5.49,NO
2025,2,Private Label,Publix Aged Cheddar Cheese,7-oz,,5.49,STRAIGHT_PRICE,Imported Located in Deli Specialty Cheese Section,NO,,NO,0.80,,5.49,NO
2025,2,Granny Smith Apples,Granny Smith Apples,per lb,,1.49/lb,STRAIGHT_PRICE,Large Great for Making Fresh Apple Pies,NO,,NO,0.50/lb,,1.49/lb,NO
2025,3,Private Label,Publix Complete Turkey Dinner,9.5 to 12.5-lb,,69.99,STRAIGHT_PRICE,Turkey Dressing Mashed Potatoes Gravy Cranberry Orange Relish and Marshmallow Delight Serves 8,NO,,NO,,,69.99,YES
2025,3,Private Label,Publix Mojo Seasoned Roasted Pork Dinner,serves 8,,69.99,STRAIGHT_PRICE,Mojo Pork Roast Rice & Pigeon Peas Sweet Plantains With Bacon and Onion and Dulce de Leche Milk Infused Bar Cake,NO,,NO,,,69.99,NO
2025,3,Boar's Head,Sweet Slice Boneless Ham Dinner,serves 8,,79.99,STRAIGHT_PRICE,With Marshmallow Delight Sweet Potato and Green Bean Casseroles,NO,,NO,,,79.99,NO
2025,4,Decoy,Cabernet Sauvignon Wine,750-mL,,22.99,STRAIGHT_PRICE,,NO,,NO,4.70,,22.99,NO
2025,4,Sonoma-Cutrer,Sonoma Coast Chardonnay Wine,750-mL,,23.99,STRAIGHT_PRICE,,NO,,NO,3.00,,23.99,NO
2025,4,Oyster Bay,Sauvignon Blanc Wine,750-mL,,9.99,STRAIGHT_PRICE,,NO,,NO,,,9.99,NO
2025,4,Francis Coppola,Diamond Collection Wine,750-mL,,12.79,STRAIGHT_PRICE,Claret,NO,,NO,,,12.79,NO
2025,4,Boar's Head,Medium Prosciutto Skewers,serves 16-20,,46.99,STRAIGHT_PRICE,Prosciutto Mozzarella Grape Tomatoes Basil and Balsamic Glaze,NO,,NO,3.00,,46.99,NO
2025,4,Boar's Head,Traditionalist Charcuterie Box,32-oz,,17.99,STRAIGHT_PRICE,Pepperoni Genoa Salame Muenster and Cheddar Cheese Horseradish Pickle Chocolate Espresso Beans Grapes Honey and Rosemary,NO,,NO,2.00,,17.99,NO
2025,4,Private Label,Publix Jeweled Brie Mini Platter,20-oz tray,,17.99,STRAIGHT_PRICE,Perfect Mini Platter for a Small Gathering Serves 5,NO,,NO,2.00,,17.99,NO
2025,5,La Crema,Monterey Pinot Noir Wine,750-mL,,20.99,STRAIGHT_PRICE,,NO,,NO,4.60,,20.99,NO
2025,5,White Claw,12-Pack Hard Seltzer,12-oz can,,18.99,STRAIGHT_PRICE,Variety Pack No. 1,NO,,NO,1.16,,18.99,NO
2025,5,Stella Artois,12-Pack Lager,11.2-oz,,17.99,STRAIGHT_PRICE,,NO,,NO,1.00,,17.99,NO
2025,5,Private Label,Publix Fresh Fruit Mini Platter,27-oz tray,,10.99,STRAIGHT_PRICE,Assorted Fresh Fruit Grapes Sliced Apples Pineapples Strawberries and Melons Serves 5,NO,,NO,1.00,,10.99,NO
2025,5,Private Label,Publix Dip Variety Small Platter,serves 8-12,,17.99,STRAIGHT_PRICE,Choose Your Variety of Dips Snack and Veggies,NO,,NO,2.00,,17.99,NO
2025,5,Private Label,Publix Garden Fresh Vegetable Platter,24-oz tray,,12.99,STRAIGHT_PRICE,Mini Broccoli Carrots Celery Cucumbers Cauliflower and Tomatoes Serves 5,NO,,NO,1.00,,12.99,NO
2025,5,Private Label,Publix Turkey Cranberry Holiday Sub Platter,64-oz tray,,26.99,STRAIGHT_PRICE,Turkey Cranberry Subs on a Platter Serves 8 to 12,NO,,NO,2.00,,26.99,NO
2025,6,Salmon,Select Cuts,5.25-oz each,,6.99,STRAIGHT_PRICE,Fresh Responsibly Sourced Farmed,NO,,NO,1.00,,6.99,NO
2025,6,GreenWise,Snow Crab Clusters,per lb,,12.99/lb,STRAIGHT_PRICE,Wild Sustainably Sourced Previously Frozen,NO,,NO,1.30/lb,,12.99/lb,NO
2025,6,Boneless New York Strip Loin Roast,Boneless New York Strip Loin Roast,per lb,,10.99/lb,STRAIGHT_PRICE,Publix USDA Choice Beef Limit Two Deals,NO,,NO,7.50/lb,,10.99/lb,NO
2025,6,Standing Rib Roast,Standing Rib Roast,per lb,,10.99/lb,STRAIGHT_PRICE,Publix USDA Choice Beef Boned and Tied for Easy Carving Limit Two Deals,NO,,NO,7.49/lb,,10.99/lb,NO
2025,6,Private Label,Publix Stuffed Jalapeño Peppers,per lb,,9.99/lb,STRAIGHT_PRICE,Bacon-Wrapped,NO,,NO,1.00/lb,,9.99/lb,NO
2025,6,GreenWise,Flounder Fillets,12-oz,,7.99,STRAIGHT_PRICE,Wild Sustainably Sourced Frozen,NO,,NO,,,7.99,NO
