Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item
2025,1,Boar's Head,Honey Maple Turkey Breast,,,0.49,STRAIGHT_PRICE,Per lb,,,,,,0.49,
2025,1,Boar's Head,Ovengold Turkey Breast,,,0.98,STRAIGHT_PRICE,Per lb,,,,,,0.98,
2025,1,Cook's,Ham Shank or Butt Portion,,,1.19,STRAIGHT_PRICE,Per lb,,,,,,1.19,
2025,1,Cook's,Spiral Sliced Half Ham,,,1.49,STRAIGHT_PRICE,Per lb,,,,,,1.49,
2025,1,Private Label,Fresh Potatoes,10 lb,,0.45,STRAIGHT_PRICE,,,,,,,0.45,
2025,1,Private Label,Yellow Onions,3 lb,,0.99,STRAIGHT_PRICE,,,,,,,0.99,
2025,1,Private Label,Baby Carrots,1 lb,,2.47,MULTIBUY,2 for $4,,,,,,2.00,
2025,1,Private Label,Broccoli Crowns,,,2.47,MULTIBUY,2 for $4,,,,,,2.00,
2025,1,Private Label,Cut & Free Butternut Squash,,,0.99,STRAIGHT_PRICE,,,,,,,0.99,CORE_ITEM
2025,1,Butterball,Frozen Turkey,10-16 lb,,1.99,STRAIGHT_PRICE,Per lb,,,,,,1.99,CORE_ITEM
2025,1,Nature's Promise,Organic Frozen Turkey,10-14 lb,,2.47,MULTIBUY,2 for $6,,,,,,3.00,CORE_ITEM
2025,1,Private Label,Frozen Vegetables,Select varieties,,2.47,MULTIBUY,2 for $6,,,,,,3.00,
2025,1,Ocean Spray,Cranberry Sauce,14 oz,,1.00,BOGO_FREE,Buy 1 Get 1 Free,,,,,,0.50,CORE_ITEM
2025,1,Private Label,Stuffing Mix,6 oz,,2.99,STRAIGHT_PRICE,,,,,,,2.99,
2025,1,Private Label,Brown Gravy Mix,0.87 oz,,2.47,MULTIBUY,2 for $7,,,,,,3.50,
2025,1,Green Giant,Vegetables,Select varieties,,1.25,MULTIBUY,4 for $5,,,,,,1.25,
2025,1,French's,French Fried Onions,6 oz,,4.99,STRAIGHT_PRICE,,,,,,,4.99,
2025,1,Campbell's,Cream of Mushroom Soup,10.5 oz,,1.25,MULTIBUY,4 for $5,,,,,,1.25,CORE_ITEM
2025,1,Del Monte,Canned Vegetables,14.5-15.25 oz,,2.49,MULTIBUY,2 for $4,,,,,,2.00,
2025,1,Libby's,Pumpkin,15 oz,,2.99,STRAIGHT_PRICE,,,,,,,2.99,
2025,1,Betty Crocker,Cake Mix,15.25 oz,,1.67,MULTIBUY,3 for $5,,,,,,1.67,CORE_ITEM
2025,1,Duncan Hines,Cake Mix,15.25 oz,,1.67,MULTIBUY,3 for $5,,,,,,1.67,
2025,1,Pillsbury,Brownie Mix,18.3 oz,,3.99,STRAIGHT_PRICE,,,,,,,3.99,
2025,1,Duncan Hines,Brownie Mix,18 oz,,3.99,STRAIGHT_PRICE,,,,,,,3.99,
2025,1,Betty Crocker,Frosting,16 oz,,3.49,STRAIGHT_PRICE,,,,,,,3.49,
2025,1,Private Label,Brown Sugar,2 lb,,2.49,MULTIBUY,2 for $4,,,,,,2.00,
2025,1,Private Label,Powdered Sugar,2 lb,,2.49,MULTIBUY,2 for $4,,,,,,2.00,
2025,1,Domino,Granulated Sugar,4 lb,,3.49,STRAIGHT_PRICE,,,,,,,3.49,
2025,1,C&H,Granulated Sugar,4 lb,,3.49,STRAIGHT_PRICE,,,,,,,3.49,
2025,1,Land O'Lakes,Butter,1 lb,,5.79,STRAIGHT_PRICE,,,,,,,5.79,
2025,1,Challenge,Butter,1 lb,,5.79,STRAIGHT_PRICE,,,,,,,5.79,
2025,1,Kerrygold,Butter,8 oz,,4.99,STRAIGHT_PRICE,,,,,,,4.99,
2025,1,McCormick,Spices & Extracts,Select varieties,,3.99,STRAIGHT_PRICE,,,,,,,3.99,
2025,1,Private Label,Evaporated Milk,12 oz,,2.09,STRAIGHT_PRICE,,,,,,,2.09,
2025,1,Private Label,Sweetened Condensed Milk,14 oz,,2.99,STRAIGHT_PRICE,,,,,,,2.99,
2025,1,Reddi-wip,Whipped Topping,6.5 oz,,4.99,STRAIGHT_PRICE,,,,,,,4.99,
2025,1,Cool Whip,Whipped Topping,8 oz,,2.49,MULTIBUY,2 for $5,,,,,,2.50,CORE_ITEM
