Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item
2020,1,Fresh Express,Salad Blends,5-12 oz bag,,2.5,MULTIBUY,2 for $5,NO,,NO,,,$2.50 ,
2020,1,POM,Pomegranates,Large,,2.5,MULTIBUY,2 for $5,NO,,NO,,,$2.50 ,
2020,1,Private Label (ShopRite),White Mushrooms,40 oz,,5.99,STRAIGHT_PRICE,,NO,,NO,,,$5.99 ,
2020,1,Private Label,Yukon Gold Potatoes,5-lb bag,,2.99,STRAIGHT_PRICE,,NO,,NO,,,$2.99 ,CORE
2020,1,Private Label,Sweet Blueberries,1 Dry Pint,,2.49,STRAIGHT_PRICE,,NO,,NO,,,$2.49 ,
2020,1,Private Label,Sweet Mangoes,Ripe,,0.66,MULTIBUY,3 for $1.99,NO,,NO,,,$0.66 ,
2020,1,Private Label,Green Beans,12 oz bag,,5.99,STRAIGHT_PRICE,,NO,,NO,,,$5.99 ,
2020,1,Private Label,Fresh Cranberries,12 oz bag,,2,MULTIBUY,2 for $4,NO,,NO,,,$2.00 ,
2020,1,Private Label,Super Select Cucumbers,Fresh,,0.66,MULTIBUY,3 for $1.99,NO,,NO,,,$0.66 ,
2020,1,Private Label,Crunchy Carrots,5-lb bag,,2.99,STRAIGHT_PRICE,,NO,,NO,,,$2.99 ,
2020,1,Private Label,Butternut Squash,Fresh,,0.99,STRAIGHT_PRICE,per lb,NO,,NO,,,$0.99 ,
2020,1,Little Potato Company,Creamer Potatoes,1.5-lb bag,,2.99,STRAIGHT_PRICE,,NO,,NO,,,$2.99 ,
2020,1,Private Label,Organic Red Seedless Grapes,,,1.79,STRAIGHT_PRICE,per lb,NO,,NO,,,$1.79 ,
2020,1,Wholesome Pantry,Organic Potatoes,3-lb bag,,3.99,STRAIGHT_PRICE,,NO,,NO,,,$3.99 ,
2020,1,Private Label,Brussels Sprouts Stalks,New York State,,2.99,STRAIGHT_PRICE,,NO,,NO,,,$2.99 ,
2020,1,NatureSweet,Cherub Tomatoes,24 oz pkg,,5.99,STRAIGHT_PRICE,,NO,,NO,,,$5.99 ,
2020,1,Private Label,Brussels Sprouts,32 oz bag,,5.89,STRAIGHT_PRICE,,NO,,NO,,,$5.89 ,
2020,1,Private Label,Plain Holiday Wreaths,"22"" Fraser Fir",,11,MULTIBUY,2 for $22,NO,,NO,,,$11.00 ,
2020,1,Private Label,White Pine Roping,,,12.99,STRAIGHT_PRICE,Save $2.00,NO,,NO,2,,$12.99 ,
2020,1,Private Label,Poinsettia Plant,6.5 inch pot,,4,MULTIBUY,3 for $12,NO,,NO,,,$4.00 ,
2020,1,Private Label,Fall Enchantment Bouquet,,,19.99,STRAIGHT_PRICE,,NO,,NO,,,$19.99 ,
2020,1,Private Label,Fancy Cornucopia Arrangement,,,29.99,STRAIGHT_PRICE,,NO,,NO,,,$29.99 ,
2020,1,Private Label,Dozen Rose Bouquet,,,12.99,STRAIGHT_PRICE,,NO,,NO,,,$12.99 ,
2020,1,Chobani,Greek Yogurt,5.3 oz cont,,1,STRAIGHT_PRICE,Your Choice - Save up to 55¢,NO,,NO,0.55,,$1.00 ,
2020,1,Dannon,Greek Yogurt,5.3 oz cont,,1,STRAIGHT_PRICE,Your Choice,NO,,NO,,,$1.00 ,
