Year,Page,Brand,Product,Size,Base_Price,Promo_Price,Promo_Type,Promo_Details,Digital_Req,Non_Digital_Price,Member_Req,Savings,Discount_Depth,Net_Price,Core_Item
2025,1,Signature SELECT,Classic Ham Shank/Whole Bone-In,,,$0.87/lb,DIGITAL_ONLY,Member Price Digital Coupon Limit 1,YES,,YES,,,0.87,NO
2025,1,Signature SELECT,Russet Potatoes,5 lb bag,,$0.97/ea,DIGITAL_ONLY,Member Price Digital Coupon Limit 2,YES,,YES,,,0.97,YES
2025,1,Private Label,Celery,,,$0.27/ea,DIGITAL_ONLY,Member Price Digital Coupon Limit 2,YES,,YES,,,0.27,NO
2025,1,Lucerne,Shredded/Sliced/Chunk Cheese or Sour Cream,6-16 oz,,$1.87/ea,DIGITAL_ONLY,Member Price Digital Coupon Limit 4,YES,,YES,,,1.87,NO
2025,1,Reddi Wip/Coffee mate/Simply,Whipped Topping 6.5 oz/Creamer 28-32 oz/OJ 46 oz,,$2.97/ea,DIGITAL_ONLY,Member Price Digital Coupon Limit 4,YES,,YES,,,2.97,NO
2025,1,Nabisco,Snack Crackers 3.5-9.1 oz/Ritz 8.8-13.7 oz/Toasted Chips 7-8.1 oz,,$2.47/ea,DIGITAL_ONLY,Member Price Digital Coupon Limit 4,YES,,YES,,,2.47,NO
2025,1,Gold Medal,Flour,5 lb,,$2.97/ea,DIGITAL_ONLY,Member Price Digital Coupon Limit 4,YES,,YES,,,2.97,NO
2025,1,C&H,Granulated Sugar,4 lb,,$2.97/ea,DIGITAL_ONLY,Member Price Digital Coupon Limit 4,YES,,YES,,,2.97,NO
2025,1,Private Label,Homestyle Turkey Dinner,Serves 6-8,,$79.99/ea,BUNDLE,Turkey+Stuffing+Potatoes+Cranberry+Gravy,NO,,NO,,,79.99,NO
2025,1,Private Label,Spiral Ham Dinner,Serves 8-10,,$89.99/ea,BUNDLE,Ham+Scalloped+Sweet Potatoes+Green Bean+Apples,NO,,NO,,,89.99,NO
2025,1,Private Label,Prime Rib Dinner,Serves 5-6,,$99.99/ea,BUNDLE,Prime Rib+Scalloped+Sweet Potatoes+Green Bean+Apples,NO,,NO,,,99.99,NO
2025,2,Private Label,Pinwheel Tray,Starting at,,$19.99/ea,STRAIGHT_PRICE,Every Day,NO,,NO,,,19.99,NO
2025,2,Private Label,Croissant Sandwich Tray,Starting at,,$19.99/ea,STRAIGHT_PRICE,Every Day,NO,,NO,,,19.99,NO
2025,2,Private Label,Spinach Dip Tray,12 inch,,$14.99/ea,STRAIGHT_PRICE,Every Day,NO,,NO,,,14.99,NO
2025,2,Kick'd Up,Alaskan Snow Leg Sashimi Tray,2 lb,,$16.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,16.99,NO
2025,2,Kick'd Up,Admiral's Feast Party Tray,44 ct,,$24.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,24.99,NO
2025,2,Private Label,Muffins/Croissants Platter,16 ct,,$18.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,18.99,NO
2025,2,Private Label,Fruit Pie,9 inch,,$10.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,10.99,NO
2025,2,Private Label,Cheesecake Platter/Fruit Tart,9 inch,,$19.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,19.99,NO
2025,2,Private Label,Cookie Platter,48 ct,,$14.99/ea,STRAIGHT_PRICE,Every Day,NO,,NO,,,14.99,NO
2025,2,Fresh Cut Produce,Fruits/Veggies/Dips/Salsas/Parfaits/Trays,,,B2G1 Free,BOGO_FREE,Member Price When Buy 3,NO,,YES,,,varies,NO
2025,2,Signature SELECT,Sunflower,,,$7.99/ea,STRAIGHT_PRICE,Every Day,NO,,NO,,,7.99,NO
2025,2,Private Label,Rose and Sun Bouquet,,,$16.99/ea,STRAIGHT_PRICE,Every Day,NO,,NO,,,16.99,NO
2025,2,Private Label,Fall Celebration Bouquet,,,$24.99/ea,STRAIGHT_PRICE,Every Day,NO,,NO,,,24.99,NO
2025,2,La Marca/Josh/Coppola,Wine,750 ml,$12.99,$11.69/ea,MIX_MATCH,Member Price Buy 6+,NO,,YES,,,11.69,NO
2025,2,Domaine Chandon/Mumm/Decoy Reds,Wine,750 ml,$16.65,$14.99/ea,MIX_MATCH,Member Price Buy 6+,NO,,YES,,,14.99,NO
2025,2,Butter/Ferrari-Carano/Oyster Bay,Wine,750 ml,$14.43,$12.99/ea,MIX_MATCH,Member Price Buy 6+,NO,,YES,,,12.99,NO
2025,3,Waterfront Bistro,Colossal Raw Shrimp,13-15 ct 2 lb,,$5.99/lb,STRAIGHT_PRICE,Member Price,NO,,YES,,,5.99,NO
2025,3,Signature SELECT,Fresh Turkey,9-24 lb,,$0.87/lb,STRAIGHT_PRICE,Member Price Limit 1,NO,,YES,,,0.87,YES
2025,3,Signature SELECT,Whole Turkey Frozen,Grade A,,$0.39/lb,STRAIGHT_PRICE,Member Price Limit 1,NO,,YES,,,0.39,YES
2025,3,King's Hawaiian,Rolls,12 ct,,$3.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,3.99,NO
2025,3,Oscar Mayer,Bacon,12 oz,,$3.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,3.99,NO
2025,3,Signature SELECT,80% Lean Ground Beef Mega Pack,6 lb+,,$3.99/lb,STRAIGHT_PRICE,Member Price,NO,,YES,,,3.99,NO
2025,3,Philadelphia,Cream Cheese,8 oz Brick,,B1G1 Free,BOGO_FREE,Member Price When Buy 2 Mix Match,NO,,YES,,,varies,YES
2025,3,Challenge/Danish Creamery,Butter,12-16 oz,,B1G1 Free,BOGO_FREE,Member Price When Buy 2 Mix Match,NO,,YES,,,varies,NO
2025,3,Signature SELECT,Mandarins,3 lb bag,,$2.49/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,2.49,NO
2025,3,Coca-Cola/Pepsi/7UP/Dr Pepper,Soda,12 pk 12 oz/8 pk 12 oz,,B2G3 Free,BOGO_FREE,Member Price When Buy 5 Limit 3 Free,NO,,YES,,,varies,NO
2025,3,Thomas',Bagels/English Muffins/Swirl Bread,12-20 oz,,$3.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,3.99,NO
2025,3,Dreyer's/Haagen-Dazs/Nestle Outshine,Bars/Ice Cream/Novelties/Fruit Bars,4-14 oz,$3.00,2/$6,MULTIBUY,Member Price Limit 4,NO,,YES,,,3.00,NO
2025,3,Campbell's,Soup,15.25-19 oz,,B2G2 Free,BOGO_FREE,Member Price When Buy 4 Mix Match,NO,,YES,,,varies,YES
2025,3,Green Giant,Frozen Boxed Vegetables,7-8 oz,$1.00,10/$10,MULTIBUY,Member Price,NO,,YES,,,1.00,NO
2025,3,Del Monte,Canned Vegetables,13.5-15.25 oz,$1.00,10/$10,MULTIBUY,Member Price,NO,,YES,,,1.00,NO
2025,3,Cheetos/Lays/Tostitos/SunChips/Kettle,Chips,4.75-13 oz,$5.99,B2G2 Free,BOGO_FREE,Member Price When Buy 4,NO,,YES,,,varies,NO
2025,3,Peet's,Coffee,10-10.5 oz/10 ct K-Cup,,$7.99/ea,MULTIBUY,When Buy 2 Member Price,NO,,YES,,,7.99,NO
2025,3,Coors/Bud Light/Modelo/Corona/Michelob/White Claw,Beer,18-30 pk 12 oz,,$19.99/ea,STRAIGHT_PRICE,Member Price Limit 2,NO,,YES,,,19.99,NO
2025,3,Kendall-Jackson/Wente/Edna Valley,Wine,750 ml,$9.99,$8.99/ea,MIX_MATCH,Member Price Buy 6+,NO,,YES,,,8.99,NO
2025,4,Daisy,Sour Cream,16 oz,$2.50,2/$5,MULTIBUY,Member Price,NO,,YES,,,2.50,NO
2025,4,Martinelli's,Sparkling Cider,25.4 oz,$3.00,2/$6,MULTIBUY,When Buy 2 Member Price,NO,,YES,,,3.00,NO
2025,4,Stove Top,Stuffing Mix,6 oz,$2.00,2/$4,MULTIBUY,Member Price,NO,,YES,,,2.00,YES
2025,4,Hormel,Black Label Bacon,12-16 oz,,$7.99/ea,DIGITAL_ONLY,Member Price Digital Coupon,YES,,YES,,,7.99,NO
2025,4,McCormick,Dry Gravy Mix,0.75-1 oz,,$0.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,0.99,NO
2025,4,Heinz,Home Style Gravy,12 oz,,$2.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,2.99,NO
2025,4,Crisco,Cooking Oil,40 oz,,$4.49/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,4.49,NO
2025,4,Lucerne,Eggnog,Half gallon,,$4.99/ea,DIGITAL_ONLY,Member Price 4X Points Digital Coupon,YES,,YES,,,4.99,NO
2025,4,Essentia,Water,12 pk,$3.00,2/$3,MULTIBUY,Member Price 4X Points Digital Coupon,YES,,YES,,,1.50,NO
2025,4,Gatorade,Sports Drink,8 pk 20 oz,,$6.99/ea,DIGITAL_ONLY,Member Price 4X Points Digital Coupon,YES,,YES,,,6.99,NO
2025,4,Chex,Cereal,12-14 oz,,$2.49/ea,DIGITAL_ONLY,Member Price 4X Points Digital Coupon,YES,,YES,,,2.49,NO
2025,4,Quaker,Instant Oatmeal,8.4-14.1 oz,,$2.49/ea,DIGITAL_ONLY,Member Price 4X Points Digital Coupon,YES,,YES,,,2.49,NO
2025,4,Signature SELECT,Salsa,24 oz,,$3.49/ea,DIGITAL_ONLY,Member Price 4X Points Digital Coupon,YES,,YES,,,3.49,NO
2025,4,Kellogg's,Eggo Waffles,22.2-29.6 oz,,$5.99/ea,DIGITAL_ONLY,Member Price 4X Points Digital Coupon,YES,,YES,,,5.99,NO
2025,4,Dixie,Tableware,40-90 ct,,$5.99/ea,DIGITAL_ONLY,Member Price 4X Points Digital Coupon,YES,,YES,,,5.99,NO
2025,4,Cool Whip,Whipped Topping,8 oz,$2.00,2/$4,MULTIBUY,Member Price,NO,,YES,,,2.00,YES
2025,4,French's,Fried French Onions,6 oz,,$3.99/ea,STRAIGHT_PRICE,Member Price,NO,,YES,,,3.99,NO
